Guarantee Number,Transaction Report ID,Guarantee Country Name,Amount (USD),Currency Name,End Date,Business Sector,City/Town,State/Province/Region Name,State/Province/Region Code,State/Province/Region Country Name,Region Name,Latitude,Longitude,Is Woman Owned?,Is First Time Borrower?,Business Size 
663-DCA-04-001,242886,Ethiopia,287356.3218,ETHIOPIA - BIRR,11/17/2007,Trade/Commerce,Orom?ya,Oromiya,ET51,Ethiopia,AFRICA,,,0,0,
663-DCA-04-001,244765,Ethiopia,45977.0115,ETHIOPIA - BIRR,12/20/2007,Trade/Commerce,Wenago,Ye Debub Biheroch Bihereseboch na Hizboch,ET54,Ethiopia,AFRICA,6.316667,38.266667,0,0,
663-DCA-04-001,244767,Ethiopia,170842.8246,ETHIOPIA - BIRR,5/17/2007,Trade/Commerce,Addis Ababa,Adis Abeba,ET44,Ethiopia,AFRICA,9.024325,38.749226,0,0,
663-DCA-04-001,264411,Ethiopia,140486.7257,ETHIOPIA - BIRR,10/25/2009,Trade/Commerce,Adama,Oromiya,ET51,Ethiopia,AFRICA,8.55,39.266667,0,0,
663-DCA-04-001,264412,Ethiopia,276548.6726,ETHIOPIA - BIRR,11/21/2008,Trade/Commerce,Shakiso,Oromiya,ET51,Ethiopia,AFRICA,5.9,39.166667,0,0,
663-DCA-04-001,264413,Ethiopia,276548.6726,ETHIOPIA - BIRR,1/30/2009,Trade/Commerce,Orom?ya,Oromiya,ET51,Ethiopia,AFRICA,,,0,0,
663-DCA-04-001,262511,Ethiopia,276548.6726,ETHIOPIA - BIRR,12/15/2008,Trade/Commerce,,,,,,,,0,0,
663-DCA-04-001,271560,Ethiopia,416956.6353,ETHIOPIA - BIRR,2/24/2010,Agriculture,,,,,,,,0,1,N/A
663-DCA-04-001,286876,Ethiopia,382775.1196,ETHIOPIA - BIRR,2/24/2010,Agriculture,Orom?ya,Oromiya,ET51,Ethiopia,AFRICA,,,0,0,N/A
116-DCA-15-004B,501821,Kyrgyzstan,20000,UNITED STATES - DOLLAR,1/22/2017,Agriculture,Kochkor,Naryn,KG04,Kyrgyzstan,ASIA,42.215516,75.75659,1,0,N/A
116-DCA-15-004B,501823,Kyrgyzstan,12300,UNITED STATES - DOLLAR,2/10/2017,Agriculture,Kyzyl-Jar,Jalal-Abad,KG03,Kyrgyzstan,ASIA,41.274038,72.005625,0,0,6--10
116-DCA-15-004B,501822,Kyrgyzstan,8517.8876,KYRGYZSTAN - SOM,2/19/2018,Agriculture,Ak-Kyya,Naryn,KG04,Kyrgyzstan,ASIA,41.919093,75.968803,1,0,N/A
116-DCA-15-004B,501824,Kyrgyzstan,10000,UNITED STATES - DOLLAR,3/20/2018,Agriculture,Naryn,Naryn,KG04,Kyrgyzstan,ASIA,41.433333,75.966667,0,0,1--5
116-DCA-15-004B,501825,Kyrgyzstan,12800,UNITED STATES - DOLLAR,6/25/2016,Agriculture,Naryn,Naryn,KG04,Kyrgyzstan,ASIA,41.433333,75.966667,1,0,1--5
116-DCA-15-004B,501818,Kyrgyzstan,10000,UNITED STATES - DOLLAR,4/7/2017,Agriculture,Kyzyl-Jar,Jalal-Abad,KG03,Kyrgyzstan,ASIA,41.274038,72.005625,0,0,1--5
116-DCA-15-004B,501947,Kyrgyzstan,17000,UNITED STATES - DOLLAR,7/15/2016,Agriculture,Naryn,Jalal-Abad,KG03,Kyrgyzstan,ASIA,41.346121,72.217075,0,0,N/A
116-DCA-15-004B,506913,Kyrgyzstan,20000,UNITED STATES - DOLLAR,8/20/2016,Agriculture,Naryn,Naryn,KG04,Kyrgyzstan,ASIA,41.433333,75.966667,1,0,1--5
116-DCA-15-004B,510871,Kyrgyzstan,13793.1034,KYRGYZSTAN - SOM,6/1/2017,Agriculture,с.Мин-Орук,,,,,,,0,0,N/A
116-DCA-15-004B,515090,Kyrgyzstan,11290.3226,KYRGYZSTAN - SOM,7/20/2017,Agriculture,Talas,Talas,KG06,Kyrgyzstan,ASIA,42.333333,72,0,0,1--5
116-DCA-15-004B,515091,Kyrgyzstan,4838.7097,KYRGYZSTAN - SOM,7/20/2017,Agriculture,Talas,Talas,KG06,Kyrgyzstan,ASIA,42.333333,72,1,0,1--5
116-DCA-15-004B,515092,Kyrgyzstan,3709.6774,KYRGYZSTAN - SOM,8/10/2017,Manufacturing,Batken,Batken,KG09,Kyrgyzstan,ASIA,,,1,0,N/A
116-DCA-15-004B,515093,Kyrgyzstan,16129.0323,KYRGYZSTAN - SOM,8/10/2018,Agriculture,s. Min-Kush,Jalal-Abad,KG03,Kyrgyzstan,ASIA,,,0,0,1--5
116-DCA-15-004B,515264,Kyrgyzstan,8064.5161,KYRGYZSTAN - SOM,9/11/2017,Agriculture,Karamart,Jalal-Abad,KG03,Kyrgyzstan,ASIA,41.201057,73.132085,0,1,1--5
116-DCA-15-004B,519431,Kyrgyzstan,12903.2258,KYRGYZSTAN - SOM,9/5/2018,Agriculture,Min-Oryuk,Jalal-Abad,KG03,Kyrgyzstan,ASIA,40.887133,73.054293,0,0,1--5
116-DCA-15-004B,519388,Kyrgyzstan,2419.3548,KYRGYZSTAN - SOM,9/15/2016,Agriculture,Kyzyl-Tuu,Talas,KG06,Kyrgyzstan,ASIA,,,0,0,N/A
116-DCA-15-004B,515595,Kyrgyzstan,2419.3548,KYRGYZSTAN - SOM,9/5/2017,Agriculture,Aral,Talas,KG06,Kyrgyzstan,ASIA,42.537924,72.661022,0,0,N/A
116-DCA-15-004B,519386,Kyrgyzstan,3225.8065,KYRGYZSTAN - SOM,9/15/2017,Agriculture,Naryn,Naryn,KG04,Kyrgyzstan,ASIA,41.433333,75.966667,0,1,1--5
116-DCA-15-004B,515597,Kyrgyzstan,3225.8065,KYRGYZSTAN - SOM,9/15/2017,Agriculture,Noogardan,Batken,KG09,Kyrgyzstan,ASIA,,,1,1,N/A
116-DCA-15-004B,515594,Kyrgyzstan,4838.7097,KYRGYZSTAN - SOM,9/20/2017,Agriculture,Kajtpas,Batken,KG09,Kyrgyzstan,ASIA,,,0,0,1--5
116-DCA-15-004B,519432,Kyrgyzstan,10000,UNITED STATES - DOLLAR,12/9/2016,Agriculture,Karamart,Jalal-Abad,KG03,Kyrgyzstan,ASIA,41.201057,73.132085,0,0,1--5
116-DCA-15-004B,519430,Kyrgyzstan,16129.0323,KYRGYZSTAN - SOM,9/15/2018,Agriculture,Rovnoe,Chuy,KG02,Kyrgyzstan,ASIA,,,0,1,1--5
116-DCA-15-004B,519387,Kyrgyzstan,6451.6129,KYRGYZSTAN - SOM,10/5/2017,Agriculture,Naryn,Naryn,KG04,Kyrgyzstan,ASIA,41.433333,75.966667,0,0,1--5
116-DCA-15-004B,515546,Kyrgyzstan,4032.2581,KYRGYZSTAN - SOM,9/10/2017,Agriculture,Belovodskoe,Chuy,KG02,Kyrgyzstan,ASIA,42.829442,74.108304,1,1,1--5
116-DCA-15-004B,515598,Kyrgyzstan,6451.6129,KYRGYZSTAN - SOM,9/19/2017,Agriculture,Kara-Archa,Talas,KG06,Kyrgyzstan,ASIA,,,0,0,N/A
116-DCA-15-004B,519385,Kyrgyzstan,5109.4891,KYRGYZSTAN - SOM,9/30/2016,Agriculture,Kyzyl-Jar,Jalal-Abad,KG03,Kyrgyzstan,ASIA,41.274038,72.005625,0,0,N/A
116-DCA-15-004B,519384,Kyrgyzstan,5109.4891,KYRGYZSTAN - SOM,9/19/2018,Agriculture,Talas,Talas,KG06,Kyrgyzstan,ASIA,42.333333,72,0,0,N/A
116-DCA-15-004B,519383,Kyrgyzstan,6321.1679,KYRGYZSTAN - SOM,10/2/2020,Agriculture,Kyzyl-Tuu,Jalal-Abad,KG03,Kyrgyzstan,ASIA,41.058044,72.627361,0,0,N/A
116-DCA-15-004B,519389,Kyrgyzstan,4379.562,KYRGYZSTAN - SOM,10/23/2016,Agriculture,Spartak,Chuy,KG02,Kyrgyzstan,ASIA,43.039089,74.128465,1,0,1--5
116-DCA-15-004B,521165,Kyrgyzstan,7299.2701,KYRGYZSTAN - SOM,12/25/2017,Agriculture,Kochkor,Naryn,KG04,Kyrgyzstan,ASIA,42.215516,75.75659,0,0,N/A
LPG 116-DCA-04-001,292213,Kyrgyzstan,1000000,UNITED STATES - DOLLAR,9/29/2009,Agriculture,,,,,,,,0,0,
ProArca DCA-596-0185-0300 ALPG 001E,192377,Honduras,31796.5024,HONDURAS - LEMPIRA,9/30/2010,,Tegucigalpa,Francisco Morazan,HO08,Honduras,LATIN AMERICA & THE CARIBBEAN,14.25,-87.166667,0,0,
ProArca DCA-596-0185-0300 ALPG 001E,196123,Honduras,26385.2243,HONDURAS - LEMPIRA,2/3/2007,,Tegucigalpa,Francisco Morazan,HO08,Honduras,LATIN AMERICA & THE CARIBBEAN,14.25,-87.166667,0,0,
ProArca DCA-596-0185-0300 ALPG 001E,197204,Honduras,21108.1794,HONDURAS - LEMPIRA,9/30/2010,,Tegucigalpa,Francisco Morazan,HO08,Honduras,LATIN AMERICA & THE CARIBBEAN,14.25,-87.166667,0,0,
ProArca DCA-596-0185-0300 ALPG 001E,233372,Honduras,47493.4037,HONDURAS - LEMPIRA,5/12/2010,,Tegucigalpa,Francisco Morazan,HO08,Honduras,LATIN AMERICA & THE CARIBBEAN,14.25,-87.166667,0,0,
ProArca DCA-596-0185-0300 ALPG 001E,233373,Honduras,274406.3325,HONDURAS - LEMPIRA,5/17/2011,,Tegucigalpa,Francisco Morazan,HO08,Honduras,LATIN AMERICA & THE CARIBBEAN,14.25,-87.166667,0,0,N/A
ProArca DCA-596-0185-0300 ALPG 001E,233565,Honduras,230940.6332,HONDURAS - LEMPIRA,9/30/2010,,Tegucigalpa,Francisco Morazan,HO08,Honduras,LATIN AMERICA & THE CARIBBEAN,14.25,-87.166667,0,0,
ProArca DCA-596-0185-0300 ALPG 001E,233555,Honduras,79155.6728,HONDURAS - LEMPIRA,9/30/2010,,Tegucigalpa,Francisco Morazan,HO08,Honduras,LATIN AMERICA & THE CARIBBEAN,14.25,-87.166667,0,0,
ProArca DCA-596-0185-0300 ALPG 001E,243744,Honduras,26385.2243,HONDURAS - LEMPIRA,9/29/2010,,Choloma,Cortes,HO06,Honduras,LATIN AMERICA & THE CARIBBEAN,15.633333,-88,0,0,
ProArca DCA-596-0185-0300 ALPG 001E,253243,Honduras,126649.0765,HONDURAS - LEMPIRA,9/30/2012,,Choloma,Cortes,HO06,Honduras,LATIN AMERICA & THE CARIBBEAN,15.633333,-88,0,0,N/A
ProArca DCA-596-0185-0300 ALPG 001E,286998,Honduras,63492.0635,HONDURAS - LEMPIRA,6/3/2012,Other Service,Tegucigalpa,Francisco Morazan,HO08,Honduras,LATIN AMERICA & THE CARIBBEAN,14.25,-87.166667,1,0,11--50
52004250300ALPG001(Terminated),133702,Guatemala,134556.71,GUATEMALA - QUETZAL,3/6/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),133701,Guatemala,123685.838,GUATEMALA - QUETZAL,3/4/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),133715,Guatemala,689.2231,GUATEMALA - QUETZAL,7/10/2005,Agriculture,Chimaltenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.466667,-91.716667,0,0,
52004250300ALPG001(Terminated),133712,Guatemala,751.8797,GUATEMALA - QUETZAL,7/12/2005,Agriculture,Chimaltenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.466667,-91.716667,0,0,
52004250300ALPG001(Terminated),135269,Guatemala,8646.6165,GUATEMALA - QUETZAL,7/11/2005,Agriculture,Santa Rosa,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.6,-91.966667,0,0,
52004250300ALPG001(Terminated),135268,Guatemala,7142.8571,GUATEMALA - QUETZAL,7/11/2005,Agriculture,Santa Rosa,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.6,-91.966667,0,0,
52004250300ALPG001(Terminated),133711,Guatemala,313.2832,GUATEMALA - QUETZAL,1/12/2005,Agriculture,Chimaltenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.466667,-91.716667,0,0,
52004250300ALPG001(Terminated),133719,Guatemala,501.2531,GUATEMALA - QUETZAL,4/10/2005,Agriculture,Chimaltenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.466667,-91.716667,0,0,
52004250300ALPG001(Terminated),133706,Guatemala,3132.8321,GUATEMALA - QUETZAL,10/7/2005,Agriculture,San Marcos,Solola,GT19,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.716667,-91.266667,0,0,
52004250300ALPG001(Terminated),133720,Guatemala,375.9398,GUATEMALA - QUETZAL,12/10/2004,Agriculture,Chimaltenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.466667,-91.716667,0,0,
52004250300ALPG001(Terminated),133717,Guatemala,751.8797,GUATEMALA - QUETZAL,7/10/2005,Agriculture,Chimaltenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.466667,-91.716667,0,0,
52004250300ALPG001(Terminated),133708,Guatemala,1253.1328,GUATEMALA - QUETZAL,4/6/2005,Agriculture,Escuintla,Escuintla,GT06,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.305,-90.785,0,0,
52004250300ALPG001(Terminated),135267,Guatemala,3007.5188,GUATEMALA - QUETZAL,3/11/2005,Agriculture,Santa Rosa,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.6,-91.966667,0,0,
52004250300ALPG001(Terminated),133714,Guatemala,2506.2657,GUATEMALA - QUETZAL,7/9/2006,Agriculture,Jutiapa,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-90.133333,0,0,
52004250300ALPG001(Terminated),135266,Guatemala,2255.6391,GUATEMALA - QUETZAL,11/9/2004,Agriculture,Peten,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.616667,-90.283333,0,0,
52004250300ALPG001(Terminated),133710,Guatemala,1253.1328,GUATEMALA - QUETZAL,4/3/2005,Agriculture,Escuintla,Escuintla,GT06,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.305,-90.785,0,0,
52004250300ALPG001(Terminated),133704,Guatemala,626.5664,GUATEMALA - QUETZAL,1/5/2006,Agriculture,Peten,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.616667,-90.283333,0,0,
52004250300ALPG001(Terminated),133703,Guatemala,1253.1328,GUATEMALA - QUETZAL,7/5/2005,Agriculture,Quetzaltenango,Quetzaltenango,GT13,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-91.516667,0,0,
52004250300ALPG001(Terminated),133718,Guatemala,751.8797,GUATEMALA - QUETZAL,7/10/2005,Agriculture,Chimaltenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.466667,-91.716667,0,0,
52004250300ALPG001(Terminated),133713,Guatemala,1378.4461,GUATEMALA - QUETZAL,1/12/2006,Agriculture,San Juan Sacatepequez,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.718889,-90.644167,0,0,
52004250300ALPG001(Terminated),133709,Guatemala,1253.1328,GUATEMALA - QUETZAL,1/5/2006,Agriculture,Zacapa,Zacapa,GT22,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.966667,-89.533333,0,0,
52004250300ALPG001(Terminated),133707,Guatemala,3132.8321,GUATEMALA - QUETZAL,1/4/2006,Trade/Commerce,Totonicapan,Totonicapan,GT21,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.916667,-91.366667,0,0,
52004250300ALPG001(Terminated),133705,Guatemala,1002.5063,GUATEMALA - QUETZAL,1/5/2006,Agriculture,Peten,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.616667,-90.283333,0,0,
52004250300ALPG001(Terminated),133716,Guatemala,689.2231,GUATEMALA - QUETZAL,7/10/2005,Agriculture,Chimaltenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.466667,-91.716667,0,0,
52004250300ALPG001(Terminated),133722,Guatemala,877.193,GUATEMALA - QUETZAL,7/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),133721,Guatemala,1629.0727,GUATEMALA - QUETZAL,1/3/2006,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),133725,Guatemala,3132.8321,GUATEMALA - QUETZAL,1/10/2006,Agriculture,Jutiapa,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-90.133333,0,0,
52004250300ALPG001(Terminated),133728,Guatemala,388.4712,GUATEMALA - QUETZAL,1/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),133730,Guatemala,388.4712,GUATEMALA - QUETZAL,1/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),135270,Guatemala,2506.2657,GUATEMALA - QUETZAL,3/10/2005,Agriculture,Jutiapa,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-90.133333,0,0,
52004250300ALPG001(Terminated),133729,Guatemala,388.4712,GUATEMALA - QUETZAL,1/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),135271,Guatemala,7832.0802,GUATEMALA - QUETZAL,3/12/2005,Trade/Commerce,Jalapa,Jalapa,GT10,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.633333,-89.983333,0,0,
52004250300ALPG001(Terminated),133733,Guatemala,626.5664,GUATEMALA - QUETZAL,7/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),135273,Guatemala,7518.797,GUATEMALA - QUETZAL,3/12/2005,Agriculture,Jutiapa,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-90.133333,0,0,
52004250300ALPG001(Terminated),133723,Guatemala,1253.1328,GUATEMALA - QUETZAL,4/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),133732,Guatemala,751.8797,GUATEMALA - QUETZAL,7/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),133727,Guatemala,751.8797,GUATEMALA - QUETZAL,4/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),133726,Guatemala,751.8797,GUATEMALA - QUETZAL,4/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),135272,Guatemala,7330.8271,GUATEMALA - QUETZAL,3/11/2005,Trade/Commerce,Jalapa,Jalapa,GT10,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.633333,-89.983333,0,0,
52004250300ALPG001(Terminated),133731,Guatemala,1002.5063,GUATEMALA - QUETZAL,7/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),133724,Guatemala,626.5664,GUATEMALA - QUETZAL,4/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),133741,Guatemala,1253.1328,GUATEMALA - QUETZAL,1/6/2006,Trade/Commerce,Izabal,Izabal,GT09,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.4,-89.133333,0,0,
52004250300ALPG001(Terminated),133737,Guatemala,1253.1328,GUATEMALA - QUETZAL,4/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),133740,Guatemala,626.5664,GUATEMALA - QUETZAL,7/6/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),133736,Guatemala,626.5664,GUATEMALA - QUETZAL,4/6/2005,Trade/Commerce,Retalhuleu,Retalhuleu,GT15,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.533333,-91.683333,0,0,
52004250300ALPG001(Terminated),135274,Guatemala,4072.6817,GUATEMALA - QUETZAL,3/12/2005,Agriculture,Zacapa,Zacapa,GT22,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.966667,-89.533333,0,0,
52004250300ALPG001(Terminated),133735,Guatemala,626.5664,GUATEMALA - QUETZAL,4/6/2005,Trade/Commerce,Retalhuleu,Retalhuleu,GT15,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.533333,-91.683333,0,0,
52004250300ALPG001(Terminated),133734,Guatemala,2506.2657,GUATEMALA - QUETZAL,1/12/2006,Trade/Commerce,Chiquimula,Chiquimula,GT04,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.8,-89.55,0,0,
52004250300ALPG001(Terminated),133743,Guatemala,388.4712,GUATEMALA - QUETZAL,1/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),133738,Guatemala,626.5664,GUATEMALA - QUETZAL,12/3/2004,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),135276,Guatemala,2568.9223,GUATEMALA - QUETZAL,11/12/2004,Agriculture,Peten,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.616667,-90.283333,0,0,
52004250300ALPG001(Terminated),133744,Guatemala,388.4712,GUATEMALA - QUETZAL,1/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),133742,Guatemala,3132.8321,GUATEMALA - QUETZAL,1/10/2006,Trade/Commerce,Jalapa,Jalapa,GT10,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.633333,-89.983333,0,0,
52004250300ALPG001(Terminated),135275,Guatemala,5764.411,GUATEMALA - QUETZAL,3/12/2005,Agriculture,Santa Rosa,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.6,-91.966667,0,0,
52004250300ALPG001(Terminated),133739,Guatemala,3132.8321,GUATEMALA - QUETZAL,1/3/2006,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),133752,Guatemala,1253.1328,GUATEMALA - QUETZAL,7/6/2005,Trade/Commerce,Departamento de Suchitepequez,Suchitepequez,GT20,Guatemala,LATIN AMERICA & THE CARIBBEAN,,,0,0,
52004250300ALPG001(Terminated),135279,Guatemala,12030.0752,GUATEMALA - QUETZAL,3/12/2005,Agriculture,Jutiapa,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-90.133333,0,0,
52004250300ALPG001(Terminated),135280,Guatemala,3195.4887,GUATEMALA - QUETZAL,3/12/2005,Agriculture,Santa Rosa,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.6,-91.966667,0,0,
52004250300ALPG001(Terminated),133756,Guatemala,626.5664,GUATEMALA - QUETZAL,4/5/2005,Agriculture,San Marcos,Solola,GT19,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.716667,-91.266667,0,0,
52004250300ALPG001(Terminated),133753,Guatemala,751.8797,GUATEMALA - QUETZAL,7/7/2005,Agriculture,Quetzaltenango,Quetzaltenango,GT13,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-91.516667,0,0,
52004250300ALPG001(Terminated),135281,Guatemala,4135.3383,GUATEMALA - QUETZAL,3/12/2005,Agriculture,Santa Rosa,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.6,-91.966667,0,0,
52004250300ALPG001(Terminated),133750,Guatemala,626.5664,GUATEMALA - QUETZAL,4/7/2005,Agriculture,Escuintla,Escuintla,GT06,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.305,-90.785,0,0,
52004250300ALPG001(Terminated),133745,Guatemala,1253.1328,GUATEMALA - QUETZAL,7/5/2005,Agriculture,Quetzaltenango,Quetzaltenango,GT13,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-91.516667,0,0,
52004250300ALPG001(Terminated),133751,Guatemala,626.5664,GUATEMALA - QUETZAL,4/7/2005,Agriculture,Escuintla,Escuintla,GT06,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.305,-90.785,0,0,
52004250300ALPG001(Terminated),133747,Guatemala,2506.2657,GUATEMALA - QUETZAL,1/10/2006,Agriculture,Escuintla,Escuintla,GT06,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.305,-90.785,0,0,
52004250300ALPG001(Terminated),133748,Guatemala,626.5664,GUATEMALA - QUETZAL,4/4/2005,Agriculture,Escuintla,Escuintla,GT06,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.305,-90.785,0,0,
52004250300ALPG001(Terminated),135278,Guatemala,4385.9649,GUATEMALA - QUETZAL,3/11/2005,Agriculture,Progreso,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-90,0,0,
52004250300ALPG001(Terminated),133754,Guatemala,1002.5063,GUATEMALA - QUETZAL,1/5/2006,Agriculture,Peten,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.616667,-90.283333,0,0,
52004250300ALPG001(Terminated),133755,Guatemala,626.5664,GUATEMALA - QUETZAL,4/5/2005,Agriculture,San Marcos,Solola,GT19,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.716667,-91.266667,0,0,
52004250300ALPG001(Terminated),133749,Guatemala,1253.1328,GUATEMALA - QUETZAL,7/6/2005,Trade/Commerce,Departamento de Suchitepequez,Suchitepequez,GT20,Guatemala,LATIN AMERICA & THE CARIBBEAN,,,0,0,
52004250300ALPG001(Terminated),133746,Guatemala,2506.2657,GUATEMALA - QUETZAL,1/10/2006,Agriculture,Escuintla,Escuintla,GT06,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.305,-90.785,0,0,
52004250300ALPG001(Terminated),135277,Guatemala,15037.594,GUATEMALA - QUETZAL,3/11/2005,Agriculture,Progreso,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-90,0,0,
52004250300ALPG001(Terminated),135282,Guatemala,5952.381,GUATEMALA - QUETZAL,11/16/2004,Agriculture,Santa Rosa,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.6,-91.966667,0,0,
52004250300ALPG001(Terminated),133765,Guatemala,626.5664,GUATEMALA - QUETZAL,7/8/2005,Trade/Commerce,Departamento del Quiche,Quiche,GT14,Guatemala,LATIN AMERICA & THE CARIBBEAN,,,0,0,
52004250300ALPG001(Terminated),133768,Guatemala,1879.6992,GUATEMALA - QUETZAL,1/12/2006,Agriculture,San Juan Sacatepequez,Guatemala,GT07,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.718889,-90.644167,0,0,
52004250300ALPG001(Terminated),133761,Guatemala,1503.7594,GUATEMALA - QUETZAL,7/12/2006,Agriculture,Progreso,El Progreso,GT05,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.833333,-90,0,0,
52004250300ALPG001(Terminated),133758,Guatemala,455.5138,GUATEMALA - QUETZAL,7/5/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),133757,Guatemala,1253.1328,GUATEMALA - QUETZAL,4/5/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),133771,Guatemala,2506.2657,GUATEMALA - QUETZAL,7/12/2005,Agriculture,Zacapa,Zacapa,GT22,Guatemala,LATIN AMERICA & THE CARIBBEAN,14.966667,-89.533333,0,0,
52004250300ALPG001(Terminated),133763,Guatemala,626.5664,GUATEMALA - QUETZAL,4/3/2005,Agriculture,,,,,,,,0,0,
52004250300ALPG001(Terminated),133764,Guatemala,626.5664,GUATEMALA - QUETZAL,7/8/2005,Trade/Commerce,Departamento del Quiche,Quiche,GT14,Guatemala,LATIN AMERICA & THE CARIBBEAN,,,0,0,
52004250300ALPG001(Terminated),133770,Guatemala,626.5664,GUATEMALA - QUETZAL,7/3/2005,Agriculture,Chimaltenango,Huehuetenango,GT08,Guatemala,LATIN AMERICA & THE CARIBBEAN,15.466667,-91.716667,0,0,
